,Title,Genre,G_news,Vader,Polar,Subject,IMDB
681,Jai Gangaajal,6,0.5,0.0,0.0,0.0,5.7
682,Global Baba,5,0.55,0.14,0.06,0.18,5.6
683,Teraa Surroor,2,0.55,0.0,0.0,0.0,2.8
684,Kapoor & Sons,3,0.55,0.11,0.13,0.22,7.7
685,Rocky Handsome,2,0.45,0.54,0.42,0.81,6.8
686,Ki & Ka,3,0.7,0.07,0.08,0.29,5.8
687,Love Games,5,0.75,0.53,0.25,0.49,4.4
688,The Blueberry Hunt,2,0.65,0.55,0.38,0.69,5.7
689,Fan,2,0.65,0.28,0.08,0.38,5.8
690,Nil Battey Sannata,4,0.55,0.28,0.22,0.49,8.4
691,Laal Rang,2,0.55,-0.04,0.03,0.45,8.1
692,Santa Banta Pvt Ltd,3,0.5,0.0,0.0,0.0,3.0
693,Baaghi,2,0.5,0.11,0.12,0.25,5.2
694,Shortcut Safari ,1,0.55,0.1,0.03,0.49,6.0
695,One Night Stand,4,0.5,0.12,0.11,0.33,3.1
696,Traffic,6,0.45,0.07,0.06,0.35,7.6
697,1920 London,7,0.5,0.16,0.12,0.3,4.1
698,Azhar,6,0.3,0.15,0.07,0.27,5.8
699,Buddha in a Traffic Jam,6,0.5,0.02,0.08,0.3,6.9
700,Dear Dad,4,0.75,0.43,0.11,0.41,6.5
701,Kaptaan,3,0.55,0.22,0.15,0.42,6.4
702,Sarbjit,6,0.4,0.02,0.09,0.35,7.3
703,Phobia,7,0.45,-0.2,0.07,0.39,6.9
704,Veerappan,2,0.4,0.03,0.03,0.32,5.3
705,Fredrick,2,0.45,0.13,0.07,0.26,5.0
706,Waiting,3,0.5,0.07,0.06,0.38,6.8
707,Housefull 3,2,0.6,0.07,0.01,0.22,5.2
708,Do Lafzon Ki Kahani,2,0.6,0.0,0.0,0.0,6.5
709,Dhanak,4,0.5,0.26,0.18,0.34,8.4
710,Te3n,4,0.5,0.53,0.48,0.65,7.2
711,Udta Punjab,2,0.55,0.2,0.16,0.37,7.8
712,Luv U Alia,6,0.75,0.15,-0.01,0.38,5.3
713,Raman Raghav 2.0,6,0.6,0.05,0.05,0.4,7.3
714,Junooniyat,4,0.45,0.27,0.43,0.66,4.4
715,7 Hours To Go,6,0.45,0.08,0.07,0.37,5.7
716,A Scandall,5,0.4,-0.19,-0.29,0.4,7.8
717,Rough Book,4,0.2,0.22,0.08,0.44,7.4
718,Shorgul,4,0.45,0.43,0.17,0.56,5.7
719,Dil Toh Deewana Hai,4,0.6,0.0,0.0,0.0,7.1
720,Sultan,2,0.55,0.15,0.11,0.22,7.1
721,Brahman Naman,3,0.5,0.0,0.0,0.0,5.6
722,Great Grand Masti,3,0.65,0.69,0.49,0.83,3.7
723,Madaari,1,0.5,0.19,0.2,0.43,7.6
724,Ishq Click,4,0.55,0.3,0.41,0.59,4.4
725,M Cream,1,0.55,0.04,0.03,0.33,7.2
726,Kabali,2,0.4,0.18,0.17,0.31,6.3
727,Dishoom,2,0.55,0.3,0.21,0.42,5.1
728,Love Ke Funday,3,0.65,0.0,0.0,0.0,7.2
729,The Legend of Michael Mishra,3,0.5,0.0,0.0,0.0,4.5
730,Fever,4,0.5,0.01,0.03,0.34,5.6
731,Hai Apna Dil Toh Awara,3,0.5,0.0,0.0,0.0,6.4
732,Mohenjo Daro,2,0.4,-0.02,0.03,0.25,5.8
733,Rustom,6,0.5,0.16,0.11,0.3,7.1
734,Happy Bhaag Jayegi,3,0.75,0.0,0.0,0.0,6.4
735,Waarrior Savitri,2,0.5,0.0,0.0,0.0,5.1
736,A Flying Jatt,2,0.4,0.0,0.02,0.13,3.3
737,Akira,8,0.8,0.17,0.07,0.32,8.1
738,Yea Toh Two Much Ho Gayaa,2,0.6,0.0,0.0,0.0,4.4
739,Island City,6,0.45,0.18,0.09,0.33,6.7
740,Baar Baar Dekho,3,0.55,0.1,0.08,0.37,5.3
741,Freaky Ali,3,0.6,-0.12,0.11,0.22,5.0
742,Raaz Reboot,7,0.45,0.44,0.37,0.26,4.6
743,Pink,4,0.55,0.14,0.03,0.37,8.2
744,Parched,4,0.6,0.09,0.04,0.31,8.7
745,Banjo,2,0.6,0.12,0.09,0.42,5.1
746,Days of Tafree,3,0.5,0.0,0.0,0.0,7.8
747,Wah Taj,4,0.55,0.1,0.19,0.31,6.1
748,M.S. Dhoni: The Untold Story,6,0.5,0.09,0.13,0.22,7.7
749,Mirzya,4,0.55,0.28,0.19,0.33,4.7
750,MSG: The Warrior Lion Heart,1,0.4,0.0,0.0,0.0,7.5
751,Tutak Tutak Tutiya,3,0.6,0.38,0.0,0.0,5.4
752,Anna ,2,0.55,0.13,0.11,0.3,6.9
753,Motu Patlu: King Of Kings,1,0.45,0.0,0.0,0.0,7.5
754,Beiimaan Love,4,0.7,0.0,0.0,0.0,2.8
755,Saat Uchakkey,3,0.5,0.0,0.0,0.0,5.7
756,Fuddu,3,0.65,0.01,0.06,0.31,5.6
757,Ek Tera Saath,7,0.55,0.0,0.16,0.59,5.7
758,Umrika,3,0.55,0.18,0.17,0.28,6.7
759,31st October,2,0.4,0.02,0.05,0.31,5.8
760,Shivaay,2,0.6,0.22,0.14,0.4,6.3
761,Ae Dil Hai Mushkil,4,0.5,0.16,0.11,0.28,5.8
762,Chaar Sahibzaade: Rise of Banda Singh Bahadur,8,0.5,-0.48,-0.16,0.29,8.4
763,Dongri Ka Raja,2,0.5,0.0,0.0,0.0,4.3
764,Ishq Junoon,6,0.65,0.47,0.36,0.36,4.5
765,Rock On 2,4,0.45,0.12,0.09,0.35,5.0
766,Tum Bin 2,4,0.6,0.0,0.38,0.46,4.9
767,Force 2,2,0.4,0.01,0.08,0.38,6.3
768,Dear Zindagi,4,0.65,0.43,0.19,0.36,7.6
769,Saansein,7,0.55,0.14,0.04,0.11,4.0
770,Moh Maya Money,6,0.6,0.0,0.0,0.0,5.7
771,Kahaani 2,6,0.5,0.32,0.17,0.28,6.6
772,Befikre,3,0.5,0.12,0.06,0.39,3.9
773,Wajah Tum Ho,4,0.5,0.26,0.1,0.29,4.4
774,Dangal,2,0.5,0.13,0.11,0.32,8.5
775,Haraamkhor,4,0.55,0.05,0.09,0.36,6.4
776,Ok Jaanu,4,0.6,0.28,0.35,0.39,5.2
777,Coffee with D,3,0.6,0.3,0.13,0.43,4.6
778,Kaabil,2,0.45,0.28,0.26,0.4,7.1
779,Raees,2,0.6,0.18,0.11,0.27,6.9
780,Jolly LLB 2,3,0.65,0.34,0.06,0.26,7.3
781,Hind Ka Napak Ko Jawab: MSG Lion Heart 2,2,0.5,0.0,0.0,0.0,7.0
782,Runningshaadi.com,3,0.55,0.0,0.0,0.0,6.8
783,The Ghazi Attack,2,0.45,-0.14,0.21,0.36,7.6
784,Irada,4,0.4,0.16,0.13,0.31,6.3
785,Chauhar,4,0.5,0.0,0.0,0.0,7.0
786,Rangoon,2,0.55,0.09,0.06,0.34,5.8
787,Wedding Anniversary,4,0.65,0.41,0.23,0.37,5.4
788,Mona Darling,7,0.55,0.55,0.12,0.3,5.2
789,Commando 2,2,0.45,-0.01,0.04,0.33,6.7
790,Jeena Isi Ka Naam Hai,4,0.55,-0.27,-0.1,0.0,5.6
791,Badrinath Ki Dulhania,3,0.5,0.29,0.22,0.51,6.2
792,Aa Gaya Hero,2,0.7,0.56,0.38,0.42,3.5
793,Trapped,6,0.35,-0.27,-0.02,0.25,7.6
794,Machine,2,0.5,0.02,0.09,0.29,7.7
795,Phillauri,3,0.5,0.17,0.12,0.38,6.1
796,Bhanwarey,3,0.5,0.64,0.5,0.6,7.5
797,Anaarkali of Aarah,4,0.55,0.3,0.4,0.6,6.5
798,Naam Shabana,2,0.5,0.38,0.31,0.52,6.3
799,Poorna: Courage Has No Limit,1,0.5,0.0,0.0,0.0,7.8
800,Laali Ki Shaadi Mein Laaddoo Deewana,3,0.5,0.0,0.5,0.5,3.9
801,Mirza Juuliet,4,0.55,0.0,0.0,0.0,5.1
802,Mukti Bhawan,3,0.45,0.35,0.45,0.53,7.2
803,Saanjh,4,0.6,0.24,0.26,0.35,8.4
804,Begum Jaan,2,0.5,0.08,0.1,0.19,5.6
805,Noor,4,0.5,0.13,0.08,0.32,7.7
806,Maatr,5,0.5,0.06,-0.05,0.2,4.5
807,Ajab Singh Ki Gajab Kahani,4,0.4,0.0,0.0,0.0,5.9
808,Mantostaan,4,0.5,0.0,0.0,0.0,6.1
809,Meri Pyaari Bindu,3,0.55,0.56,0.27,0.66,5.8
810,Sarkar 3,2,0.55,0.12,0.15,0.3,4.9
811,Half Girlfriend,4,0.65,0.09,-0.02,0.3,4.3
812,Jattu Engineer,3,0.5,0.03,0.1,0.78,6.1
813,Hindi Medium,3,0.5,0.16,0.12,0.3,7.8
814,Sachin: A Billion Dreams,6,0.55,0.44,0.03,0.18,8.7
815,Thodi Thodi Si Manmaaniyan,4,0.6,0.0,0.0,0.0,6.2
816,A Death in the Gunj,4,0.5,-0.34,0.1,0.26,7.5
817,Hanuman: Da' Damdaar,8,0.5,0.0,0.0,0.0,6.7
818,Sweetiee Weds NRI,3,0.55,0.0,0.0,0.0,4.0
819,Dobaara: See Your Evil,7,0.35,0.0,0.0,0.0,3.9
820,Flat 211,6,0.55,0.02,0.01,0.19,6.4
821,Dear Maya,4,0.6,0.29,0.08,0.2,5.0
822,Raabta,2,0.5,0.18,0.08,0.29,4.0
823,Behen Hogi Teri,3,0.6,0.0,0.0,0.0,5.5
824,G Kutta Se,4,0.5,0.0,0.0,0.0,8.3
825,Bank Chor,2,0.55,-0.14,-0.04,0.3,5.9
826,Tubelight,4,0.5,0.12,0.06,0.3,4.1
827,Ek Haseena Thi Ek Deewana Tha,4,0.45,0.0,0.0,0.0,5.0
828,Mom,3,0.45,0.05,0.08,0.32,7.2
829,Guest Iin London,3,0.55,0.0,0.0,0.0,5.5
830,Jagga Jasoos,2,0.5,0.07,0.11,0.29,6.4
831,Shab,4,0.55,0.23,0.2,0.39,6.3
832,Lipstick Under My Burkha,4,0.5,0.11,0.06,0.26,6.8
833,Munna Michael,2,0.45,0.07,0.11,0.17,3.4
834,Indu Sarkar,4,0.55,-0.16,0.0,0.38,6.0
835,Mubarakan,3,0.45,0.39,0.19,0.41,5.6
836,Gurgaon,6,0.35,0.08,0.12,0.27,6.6
837,Jab Harry Met Sejal,3,0.45,0.17,0.15,0.36,5.4
838,Toilet: Ek Prem Katha,3,0.55,0.21,0.0,0.17,7.3
839,Yeh Hai India,2,0.5,0.06,0.04,0.39,5.6
840,Bareilly Ki Barfi,3,0.45,0.28,0.2,0.49,7.5
841,A Gentleman,2,0.55,0.26,0.14,0.36,8.1
842,Babumoshai Bandookbaaz,2,0.45,0.0,0.0,0.0,7.0
843,Yadvi ?? The Dignified Princess,6,0.5,0.0,0.0,0.0,8.3
844,Qaidi Band,4,0.65,0.0,0.0,0.0,5.8
845,Baadshaho,2,0.45,0.02,0.12,0.32,5.0
846,Shubh Mangal Savdhan,3,0.55,-0.07,0.11,0.24,6.9
847,Poster Boys,3,0.5,-0.04,0.04,0.27,6.2
848,Daddy,11,0.85,0.11,0.1,0.27,6.4
849,Simran,6,0.5,0.24,0.19,0.25,5.4
850,Lucknow Central,2,0.55,-0.01,0.05,0.27,6.2
851,Patel Ki Punjabi Shaadi,3,0.55,0.0,0.0,0.0,3.7
852,Newton,4,0.5,0.01,0.09,0.26,7.7
853,Bhoomi,2,0.5,0.21,0.13,0.27,5.4
854,The Final Exit,7,0.5,0.17,0.04,0.63,6.1
855,Haseena Parkar,6,0.5,-0.3,0.02,0.27,4.2
856,Judwaa 2,2,0.5,0.12,0.1,0.19,3.9
857,Ranchi Diaries,5,0.5,0.0,0.0,0.0,7.4
858,Secret Superstar,4,0.55,0.11,-0.17,0.57,8.0
859,Golmaal Again,2,0.55,0.15,0.06,0.26,5.0
860,Jia aur Jia,4,0.55,0.26,0.13,0.62,4.8
861,Rukh,4,0.55,0.27,0.13,0.31,6.4
862,Ittefaq,6,0.5,0.14,0.11,0.25,7.4
863,The House Next Door,2,0.4,-0.04,0.06,0.23,6.8
864,Ribbon,4,0.5,0.19,0.03,0.41,6.9
865,Shaadi Mein Zaroor Aana,4,0.5,0.0,0.33,0.47,7.7
866,Qarib Qarib Singlle,3,0.5,0.32,0.0,0.25,7.0
867,Aksar 2,6,0.55,0.14,0.12,0.44,4.1
868,Panchlait,4,0.65,0.0,0.0,0.0,8.1
869,Tumhari Sulu,3,0.55,0.39,0.14,0.23,7.0
870,Dil Jo Na Keh Saka,6,0.6,0.0,0.0,0.0,6.9
871,Julie 2,4,0.6,0.12,0.1,0.29,2.8
872,Ajji,4,0.5,0.17,0.08,0.34,7.0
873,Kadvi Hawa,4,0.5,0.62,1.0,1.0,8.1
874,Tera Intezaar,6,0.7,0.32,0.06,0.24,1.9
875,Firangi,3,0.45,0.08,0.05,0.28,4.7
876,Fukrey Returns,3,0.55,0.27,0.0,0.0,6.5
877,Game Over,4,0.45,0.06,-0.11,0.42,8.0
878,Sallu ki Shaadi,6,0.55,0.0,0.0,0.0,4.1
879,Monsoon Shootout,2,0.6,-0.38,0.0,0.0,6.5
880,Tiger Zinda Hai,2,0.65,0.12,0.12,0.42,6.1
881,1921,7,0.5,0.06,0.1,0.27,4.3
882,Kaalakaandi,3,0.55,0.32,0.7,0.6,6.2
883,Mukkabaaz,2,0.6,0.29,0.17,0.59,8.1
884,My Birthday Song,5,0.7,0.37,0.28,0.51,5.5
885,Vodka Diaries,6,0.45,0.0,0.0,0.0,5.7
886,Nirdosh,4,0.65,0.04,0.05,0.28,4.1
887,Union Leader,4,0.5,-0.04,0.09,0.27,7.7
888,Padmaavat,4,0.55,0.08,0.09,0.36,7.0
889,Pad Man,3,0.5,0.22,0.1,0.28,8.0
890,Love Per Square Foot,3,0.55,0.56,0.43,0.65,7.2
891,Aiyaary,2,0.55,0.2,0.08,0.36,5.2
892,Kuchh Bheege Alfaaz,6,0.55,0.0,0.0,0.0,7.6
893,Jaane Kyun De Yaaron,4,0.5,0.0,0.0,0.0,4.3
894,Sonu Ke Titu Ki Sweety,3,0.6,0.23,0.19,0.25,7.1
895,Welcome To New York,4,0.6,0.53,0.43,0.63,5.4
896,Pari,6,0.45,0.11,0.1,0.24,8.0
897,Veerey Ki Wedding,3,0.45,0.0,0.35,0.55,3.1
898,Billu Ustaad,4,0.55,0.0,0.0,0.0,7.4
899,Hate Story 4,4,0.4,-0.3,-0.28,0.59,5.3
900,Dil Juunglee,3,0.55,0.0,0.0,0.0,4.2
901,3 Storeys,4,0.4,0.09,0.08,0.32,7.3
902,Note Pe Chot at 8/11,3,0.45,0.0,0.0,0.0,5.2
903,Raid,2,0.45,0.12,0.09,0.36,8.5
904,Raja Abroadiya,6,0.6,0.0,0.0,0.0,6.0
905,Hichki,3,0.55,0.26,0.21,0.38,7.5
906,Pareshaan Parinda,2,0.6,0.0,0.0,0.0,7.0
907,Baa Baaa Black Sheep,2,0.55,0.4,0.09,0.49,7.0
908,Shaadi Teri Bajayenge Hum Band,3,0.6,0.0,0.0,0.0,5.3
909,Baaghi 2,2,0.5,0.21,0.18,0.39,5.0
910,Blackmail,3,0.45,-0.03,0.06,0.29,7.0
911,October,4,0.4,0.17,0.07,0.24,7.5
912,Mercury,2,0.5,0.02,0.08,0.29,6.6
913,Zoo,4,0.55,0.13,0.14,0.31,6.9
914,Beyond the Clouds,4,0.55,0.23,0.13,0.35,7.0
915,Nanu Ki Jaanu,3,0.45,0.0,0.0,0.0,6.3
916,Daas Dev,4,0.55,0.0,0.0,0.0,5.1
917,Ishq Tera,4,0.45,0.15,0.08,0.32,5.4
918,102 Not Out,3,0.55,0.14,0.11,0.33,7.5
919,Omerta,2,0.6,0.03,0.09,0.3,7.0
920,Raazi,2,0.5,0.26,0.15,0.44,7.8
921,The Past,4,0.5,0.0,-0.05,0.38,8.0
922,Hope Aur Hum,3,0.6,0.6,0.04,0.3,6.4
923,High Jack,3,0.55,0.03,0.09,0.49,5.2
924,Khajoor Pe Atke,3,0.45,0.0,0.0,0.0,5.6
925,Parmanu: The Story Of Pokhran,2,0.55,0.0,0.25,0.75,7.7
926,One Night Out,5,0.5,0.16,0.07,0.36,6.8
927,Bioscopewala,4,0.6,0.62,0.0,0.0,7.8
928,Veere Di Wedding,3,0.6,0.15,0.04,0.33,3.2
929,Bhavesh Joshi Superhero,2,0.55,0.04,-0.04,0.4,7.6
930,Phamous,3,0.55,0.03,0.05,0.22,3.9
931,Race 3,2,0.65,0.13,0.06,0.35,2.1
932,Sanju,6,0.45,0.18,0.17,0.29,7.9
933,Soorma,6,0.5,0.14,0.1,0.36,7.4
934,When Obama Loved Osama,3,0.45,0.0,0.0,0.0,5.5
935,Dhadak,3,0.55,0.11,0.21,0.45,4.5
936,"Saheb, Biwi Aur Gangster 3",6,0.4,0.0,0.0,0.0,4.5
937,Nawabzaade,3,0.6,0.76,0.7,0.6,4.8
938,Fanney Khan,3,0.5,-0.08,0.1,0.23,4.5
939,Mulk,4,0.5,0.05,0.06,0.29,6.4
940,Brij Mohan Amar Rahe!,3,0.55,0.0,0.0,0.0,7.0
941,Laxmi and Tikli Bomb,4,0.5,0.0,0.0,0.0,7.1
942,Karwaan,3,0.55,0.39,0.24,0.41,7.5
943,Gold,1,0.55,0.15,0.1,0.29,7.4
944,Satyameva Jayate,2,0.6,0.25,0.02,0.31,5.7
945,Happy Phirr Bhag Jayegi,3,0.7,0.93,0.8,0.88,4.6
946,Genius,6,0.45,0.13,0.09,0.36,8.4
947,Yamla Pagla Deewana: Phir Se,2,0.5,0.0,0.0,0.0,5.2
948,Stree,3,0.55,0.13,0.15,0.33,7.7
949,Paltan,2,0.5,0.19,0.2,0.39,5.3
950,Laila Majnu,4,0.5,0.33,0.25,0.38,7.8
951,Halkaa,4,0.55,-0.05,-0.1,0.13,7.3
952,Manmarziyaan,6,0.45,0.31,0.21,0.41,6.9
953,Love Sonia,4,0.75,0.48,0.31,0.49,7.4
954,Turning Point,11,0.4,0.05,0.05,0.32,6.6
955,Kathor,4,0.55,0.09,0.0,0.17,6.4
956,22 Days,5,0.5,0.03,0.05,0.29,4.6
957,Mitron,3,0.5,0.17,0.18,0.36,7.0
958,Batti Gul Meter Chalu,4,0.5,0.03,0.04,0.27,6.3
959,Manto,6,0.6,0.05,0.12,0.3,7.4
960,Ishqeria,3,0.6,0.0,0.0,0.0,4.6
961,Sui Dhaaga,3,0.6,0.21,0.02,0.44,6.8
962,Pataakha,2,0.55,0.38,0.15,0.27,7.2
963,Andhadhun,6,0.6,0.23,0.2,0.35,8.4
964,Jalebi,4,0.6,0.14,0.17,0.29,6.3
965,Helicopter Eela,4,0.5,-0.03,-0.13,0.23,5.4
966,Maal road dilli,3,0.5,0.0,0.0,0.0,6.2
967,FryDay,3,0.6,0.25,0.18,0.38,5.7
968,Tumbbad,4,0.55,0.15,0.11,0.25,8.3
969,Namaste England,3,0.55,0.06,0.03,0.24,1.6
970,Badhaai Ho,3,0.55,0.35,0.19,0.42,8.0
971,Baazaar,6,0.4,0.52,0.33,0.4,6.6
972,5 Weddings,3,0.6,0.34,0.17,0.42,3.2
973,Kaashi in Search of Ganga,5,0.55,0.0,0.0,0.0,6.8
974,Dassehra,2,0.45,0.38,-0.06,0.22,4.1
975,The Journey of Karma,4,0.55,0.2,0.13,0.36,6.5
976,Lupt,7,0.45,0.05,0.17,0.49,6.7
977,Jack and Dil,3,0.5,0.0,0.0,0.06,5.8
978,Thugs of Hindostan,2,0.5,0.03,0.04,0.28,4.0
979,Mohalla Assi,3,0.5,0.0,0.0,0.0,7.0
980,Pihu,4,0.35,0.12,0.13,0.42,6.7
981,Hotel Milan,3,0.55,0.23,0.15,0.38,3.7
982,Bhaiaji Superhit,2,0.45,0.0,0.0,0.0,4.3
983,Rajma Chawal,3,0.5,0.2,0.19,0.4,5.7
984,Kedarnath,4,0.4,-0.06,0.12,0.39,6.0
985,PK Lele A Salesman,3,0.55,0.0,0.0,0.0,5.4
986,Zero,3,0.55,0.08,0.03,0.34,5.7
987,Simmba,2,0.55,0.2,0.14,0.35,6.3
988,Uri: The Surgical Strike,2,0.55,0.09,0.14,0.27,8.6
989,Battalion 609,6,0.55,0.0,0.35,0.55,4.6
990,The Accidental Prime Minister,6,0.5,0.12,0.13,0.25,6.2
991,Why Cheat India,6,0.4,-0.22,0.07,0.3,6.2
992,Fraud Saiyaan,3,0.25,-0.74,0.0,0.0,4.2
993,Soni,4,0.5,0.07,0.1,0.27,7.2
994,72 Hours: Martyr Who Never Died,2,0.6,0.0,0.0,0.0,5.6
995,Bombairiya,3,0.4,0.21,0.7,0.85,4.4
996,Rangeela Raja,3,0.45,0.0,0.03,0.13,3.2
997,The Lift Boy,3,0.55,0.12,0.05,0.33,7.6
998,Thackeray,6,0.5,0.16,0.09,0.23,5.2
999,Manikarnika: The Queen of Jhansi,2,0.6,0.02,0.14,0.3,6.6
1000,Ek Ladki Ko Dekha Toh Aisa Laga,3,0.65,0.22,0.11,0.46,5.5
1001,The Fakir of Venice,4,0.5,-0.08,0.19,0.52,5.2
1002,Amavas,7,0.45,0.13,0.03,0.31,3.4
1003,Gully Boy,4,0.55,0.12,0.07,0.3,8.3
1004,Hum Chaar,4,0.6,-0.04,-0.03,0.42,7.2
1005,Total Dhamaal,2,0.55,0.2,0.06,0.56,4.4
1006,Luka Chuppi,3,0.5,0.18,0.16,0.39,6.4
1007,Sonchiriya,2,0.5,0.04,0.16,0.53,7.5
1008,Badla,6,0.5,0.19,0.12,0.32,8.1
1009,Hamid,4,0.4,0.16,0.11,0.39,7.8
1010,Photograph,4,0.55,0.11,0.12,0.32,6.9
1011,Milan Talkies,4,0.65,0.23,0.01,0.2,4.7
1012,Mere Pyare Prime Minister,4,0.5,-0.01,-0.05,0.63,6.8
1013,Kesari,2,0.45,-0.07,-0.18,0.61,7.6
1014,Mard Ko Dard Nahi Hota,2,0.55,0.3,0.22,0.43,7.5
1015,Notebook,4,0.5,0.12,0.08,0.26,7.9
1016,Junglee,2,0.5,0.13,0.08,0.26,5.6
1017,Romeo Akbar Walter,2,0.55,0.13,0.08,0.38,6.7
1018,Setters,5,0.4,0.17,0.1,0.43,8.5
1019,Kalank,4,0.35,0.13,0.11,0.38,3.6
1020,Blank,2,0.5,0.08,0.07,0.18,7.5
1021,Student of the Year 2,3,0.55,0.11,0.11,0.33,2.1
1022,De De Pyaar De,3,0.55,0.14,0.2,0.29,7.0
1023,India's Most Wanted,2,0.45,0.03,0.36,0.49,3.5
1024,Bharat,2,0.5,0.03,0.04,0.34,5.9
1025,Kabir Singh,2,0.6,0.22,0.15,0.34,8.5
1026,Drive,6,0.5,0.06,0.07,0.37,7.3
1027,Dream Girl,3,0.5,0.33,0.09,0.35,6.5
1028,Street Dancer,4,0.55,0.04,0.06,0.25,5.7
